,userNickname,title,formattedDate,text,isRecommended,rating,badges,positiveFeedbackCount,negativeFeedbackCount
407,Sszab,Cute design,"April 5, 2025","Cute design and light weight shoe. I’m usually a 8.5, but these run slightly big",True,5,['IncentivizedReview'],0,0
408,C2theG,"Fun, unique sneakers!","April 5, 2025",Light-weight and love the Liberty embroidery. These are so unique and add a great pop to any outfit!,True,5,['IncentivizedReview'],0,0
409,patty79,Just what I wanted,"April 5, 2025",I have been looking for Kelly Green sneakers for a long time and these are very comfortable,True,5,['IncentivizedReview'],0,0
410,Lui007,"Very good style looks great. I really like it,","April 5, 2025",This style is very cool. I was looking for a long time and I was very happy when I get it.,True,5,[],0,0
411,ADLS,"Do it, buy them!","April 4, 2025","very comfortable, not as narrow as the sambas. Love the  retro- style, I feel like a kid from the 70's. give us more colors adidas!  I followed recommended size and went down half a size..perfectoo",True,5,[],2,0
412,feelfreetoblameme,Stylish shoes that get compliments.,"April 4, 2025",Stylish shoes that look interesting and a bit different. Have been comfortable for all day wear.,True,5,[],0,0
413,Jano,Love Em!,"April 3, 2025",Super light weight and comfortable. Always easy ordering.,True,5,[],0,0
414,Ro4me,These shoes have been quickly become my favorite,"April 2, 2025","Glad I purchased these. The colors, comfort and versatility are  amazing.",True,5,[],0,0
415,CoachKid,I ordered a size down and still a little big.,"April 2, 2025","The pattern is beautiful, but the shoe looks like it was made in a hurry.  There is alot of glue on the edges and a stain right on the toe. I ordered a whole size down and my heel slips out of the back a little bit.",True,4,[],0,0
416,Emily,Very stylish,"April 2, 2025",Love these shoes! Gorgeous green color classic style,True,5,['IncentivizedReview'],0,0
417,Amacas,Everything was done fast and professional,"April 2, 2025","the sneaker is beautiful, but it runs big, definably I will get it in a smaller size",True,4,['IncentivizedReview'],0,0
418,Shar,Best alternative,"April 2, 2025",I wanted the cheetah Samba but they were sold out everywhere. These popped up as an alternative and I must say I really like them. They are very comfortable and stylish,True,5,['IncentivizedReview'],0,0
419,PamW,"I love them , can't wait to wear them.","April 2, 2025",I can't wait to wear them with my blue adidas dress.,True,5,[],0,0
420,ShoeLover39,Comfortable!,"April 2, 2025","Very comfortable on my wide foot! I’m usually a size 10. Ordered a size 9.5, but probably could have gotten away with a 9.",True,5,['IncentivizedReview'],5,0
421,Indie79,Great purchase this spring.....,"April 1, 2025",I love the floral design behind the off white stripes. The bright colors are a great match to any outfit during this spring season.,True,5,['IncentivizedReview'],0,0
422,Fletch,Wonderful colors,"April 1, 2025",Great shoes with tons of style. The colors are fantastic,True,5,[],0,0
423,DLNY,Comfy out of the box.,"April 1, 2025","Right out of the box, I wore these for 6 hours standing on a concrete floor with no foot pain at all. Surprising since it has such a thin sole. Kudos, Adidas! Although the size is billed as women's (I got my normal size 8 US) the toe box was quite roomy, and I wondered if this was actually more unisex. Whatever, I'm a happy buyer.",True,5,['IncentivizedReview'],4,0
424,Jada50,Best think ever.,"April 1, 2025","The animal pattern, comfortable and just goes well dressed up or down.",True,5,['IncentivizedReview'],1,0
425,KimH,Beautiful Spring Floral Shoes,"March 31, 2025","I purchased the Liberty London OGs and I love them. They just arrived and they look so beautiful. They feel great too, nice and light. They do seem roomier than other styles I have.",True,5,[],0,0
426,BP20,Favorite kicks!,"March 30, 2025",Super comfy and cute! These shoes are so fun to wear!,True,5,['IncentivizedReview'],0,0
427,CeeCee306,Pleased with my purchase,"March 29, 2025","After exchanging for a smaller size, they fit perfectly. I bought them for the silver colour.",True,4,[],0,0
428,Jax616,So cute & comfy,"March 28, 2025",These sneakers are gorgeous & so comfortable. I have a wide foot but these fit perfectly. I could have sized down 1/2 a size but I can always wear a thicker sock. I’ve gotten so many compliments on these! If the black ones were still available I’d buy those also,True,5,[],5,0
429,Gonzalo69us,These shoes have been worn before I got them.,"March 28, 2025",They have been worn. These shoes have been worn before. I don't really mind it because it's minor but I would expect brand-new shoes.,True,4,['IncentivizedReview'],0,0
430,Orbi,Way Too Long,"March 27, 2025","Ordered my usual size…they were ridiculously long.   Returned them for a half size smaller….still had almost an inch of unnecessary length in the toe.   I put them side by side with another brand and yes, these Adidas run really long.  I won’t take my chances on a full size smaller.  Returned for refund.",False,2,['IncentivizedReview'],3,0
431,Cynn,Comfort was amazing material great.,"March 27, 2025","Leopard everyone needs leopard, you make a statement with one pair of shoes.",True,5,['IncentivizedReview'],0,0
432,Sher25,Great fit for my narrow and flat feet,"March 27, 2025",I really like the look of this SL 72. It is more beautiful in person. Once laced up and my socks were on they fit my feet like a glove.The shoes are light and need extra care with a suede protector. I also use a shoe shaper when I am not wearing them to keep them looking neat. I would definitely buy these again in a different color. Love them,True,4,[],0,0
433,Yolva,Love it!,"March 27, 2025","Love them, they are very confortable. It gives a classic look and stylish to wear it with jeans or dresses, or anything",True,5,[],0,0
434,jaetyn,not for me,"March 26, 2025",honestly bought them because i have liked every other style of adidas shoes i have. these are not comfortable at all. i do think they run true to size for fit but don’t wear mine very often because of how uncomfortable they are. was between these and getting another pair of spezials and wish i had got the spezials!,False,1,[],1,0
435,CGbaldi,Show runs big. Order 1/2 to one size down.,"March 26, 2025",Shoes are not true to size. Check size guide before ordering.,True,3,[],0,0
436,Wynter,Will buy another pair.,"March 26, 2025",My first pair of these shoes and I will definitely buy again.,True,5,[],0,0
437,Rome,Perfect,"March 25, 2025","I absolutely loved these shoes, they're extremely comfortable and look spectacular with various outfits. They ran a bit large on me (size 8), so I recommend ordering half a size smaller, but aside from that, everything's perfect.",True,5,['IncentivizedReview'],2,0
438,Gymmom,"Very comfortable, retro styling is on point","March 25, 2025","As comfortable as the originals, love these OGs.  Sizing is accurate and delivery was prompt.",True,5,[],0,0
439,Mill,Disappointed!,"March 25, 2025",They make a noise like a paper bag when I walk in them.,False,1,['IncentivizedReview'],1,0
440,jl24,I love them.,"March 25, 2025",They look great and are super comfortable! They run a bit wide but the length was true to size. The green strip is everything.,True,5,['IncentivizedReview'],1,0
441,Mary,Want merchandise I paid for,"March 25, 2025",Purchase size 11 to large return for 10. 5 haven’t received yet . Sneakers was returned back by fex and your company received return,True,1,['IncentivizedReview'],0,1
442,Teixjuan,Great,"March 25, 2025","Great shoes I love them best design in this model,",True,5,[],0,0
443,chainilee19,I love it! Wear it a lot with different outfits!,"March 24, 2025",Best purchase ever! Love it! Love the colors and how well if fit with lots of outfits whether for casual or more formal events. Indeed I wear it a lot! I would purchase it again for sure!,True,5,[],0,0
444,Hellocarmen,Best Stylish Sneaker!,"March 24, 2025",I recently have bought both the Pink and Aqua color and this are the most comfy and stylish sneakers I have purchased. I wear a size 6 and have a narrow feet. I had to down size to a 5.5 and they fit prefect. The sneaker is not a wide width. The color of the sneakers are very colorful and the quality is really nice. I highly recommend!!,True,5,[],2,0
445,Girlmom,Best style ever,"March 24, 2025",Love this shoe!! Comfortable and sleek!  They do run a little big!,True,5,['IncentivizedReview'],0,0
446,MSmitty,"Fantastic shoe, metallic leather is beautiful","March 24, 2025","Beautifully made and super comfortable , silver metallic is a great  neutral colour,, needed to size down by half a size...love ❣️",True,5,[],1,0
447,pachu,"They are perfect, I love them","March 24, 2025","They are super comfortable, beautiful and the color is gorgeous, I would buy them in other colors.",True,5,[],0,0
448,Jily,Great sneaker!,"March 23, 2025","Super cute & comfortable. Runs big, I ordered 1/2 a size down",True,5,['IncentivizedReview'],1,0
449,Sandy26,The best purchase ever! Love adidas,"March 23, 2025",Love the style and how comfortable they are!!! 100% recommended,True,5,[],0,0
450,Crayolakim,Comfy and cute,"March 23, 2025","Very comfy to walk in, but I must say you have to size down one whole size",True,5,['IncentivizedReview'],2,0
451,Nina,Beautiful but order a full size down,"March 22, 2025","Love these. So vibrant and beautiful. Perfect for any season. But! I had to exchange for a full size down. I’m an 8.5 women, I think my feet are kinda fat according to normal standards. They were huge. So I had to order a 7.5.",True,5,['IncentivizedReview'],1,0
452,Lela,Expected more,"March 22, 2025","Looks too small on foot, I expected more from this model",False,4,[],0,1
453,Mimi4Life,They are extremely comfortable. Versatile look.,"March 20, 2025","Buy it! Wears and looks great. Do not size up. You can wear with jeans, casual dress or casual Friday business wear.",True,5,[],0,0
454,Gamroy,Would wear this all the time if it fit!,"March 20, 2025",Love adidas sneakers but overall they run 3/4 size big.,True,3,[],0,0
455,Keeks,So happy I turned the notifications on for these!!,"March 20, 2025","Perfect fit! I was going to wait for a half size larger to come back in stock, but I’m glad I did not.",True,5,[],0,0
456,Nikki11,"Love, love, love!","March 19, 2025",Love these shoes! I have gotten several compliments on them.,True,5,['IncentivizedReview'],1,0
457,Virgo,OG Style,"March 19, 2025",I love the color and the comfort of the shoe. The style is so versatile. I get so many compliments on the look and color.,True,5,[],0,0
458,Meowolf10,comfy and stylish,"March 19, 2025",comfy shoe for every day use. I originally ordered a 7 which is what I typically wear but I had to go a whole size down. love the classic look of these.,True,5,[],2,0
459,burnhamite,Nice retro shoe. Color less bold irl. Runs small,"March 18, 2025","Love the shoe and pairs nicely with jeans, pants, or skirt/dress. Brown color is muted but nice. It runs small. Comfortable. Would buy again. Delivered quickly (but now waiting over a week for larger size replacement).",True,4,[],0,0
460,Niecy,Color,"March 18, 2025","I love the color of the shoes and they are so conformable. Yes, I will recommend them to others.",True,5,['IncentivizedReview'],0,0
461,NanieKalani8,"Cool colors, great with denim.","March 18, 2025","Love the color combination. The fit is a bit larger. Ordered size 7, feels like 71/2.  Comfortable to walk in.",True,5,['IncentivizedReview'],1,0
